,LEAVER,AGE,S0287,T0080,SALARY,T0329,T0333,T0159,T0165,EXPER,T0356,T0278,T0277,T0330,YOUNG
575,1,0,0.0,0.0,1,0,0,0,0,23,2,0,12,4,
576,1,1,,0.0,1,1,1,1,1,3,2,25,12,1,1.0
577,1,1,,1.0,1,1,1,1,1,9,2,1,10,1,0.0
578,1,0,1.0,0.0,0,1,1,1,1,29,2,6,5,1,
582,1,0,0.0,0.0,1,1,0,0,1,30,2,4,20,2,
584,1,0,1.0,0.0,0,0,1,1,1,30,2,5,2,3,
585,1,0,0.0,0.0,1,0,0,0,1,22,2,11,20,4,
588,1,0,1.0,0.0,0,1,0,0,0,26,2,8,5,2,
589,1,1,0.0,1.0,0,0,0,1,1,8,2,2,3,4,0.0
590,1,0,1.0,0.0,1,0,0,0,1,18,2,1,4,4,
591,1,0,1.0,0.0,0,1,0,0,1,31,2,0,25,2,
592,1,0,0.0,0.0,0,0,0,0,0,33,2,2,4,4,
593,1,0,0.0,0.0,1,0,0,1,1,16,2,30,15,4,
594,1,0,0.0,1.0,0,0,1,1,1,37,2,40,10,3,
598,1,1,1.0,1.0,0,1,1,1,0,4,2,3,5,2,1.0
599,1,1,1.0,0.0,1,0,0,1,1,2,2,8,18,3,1.0
603,1,1,0.0,0.0,1,0,0,0,1,5,2,4,5,4,1.0
611,1,0,1.0,1.0,0,0,0,1,1,35,2,0,12,3,
612,1,1,1.0,1.0,1,0,0,1,1,5,2,0,1,3,0.0
614,1,1,0.0,0.0,1,0,1,1,1,7,2,44,10,3,0.0
615,1,1,1.0,1.0,1,1,0,1,1,16,2,3,10,2,0.0
616,1,0,0.0,0.0,0,1,0,0,1,31,2,4,20,1,
618,1,0,1.0,0.0,1,1,0,0,0,28,2,5,5,3,
619,1,1,0.0,0.0,1,0,0,1,1,7,2,0,4,4,0.0
621,1,0,0.0,1.0,1,1,0,1,1,34,2,2,20,3,
622,1,1,0.0,0.0,1,0,0,1,0,7,2,3,1,4,1.0
623,1,1,,0.0,1,1,1,0,1,4,2,5,8,1,1.0
624,1,0,0.0,0.0,1,0,0,1,1,23,2,4,5,4,
625,1,0,0.0,0.0,1,0,0,1,1,31,2,2,7,4,
628,1,0,0.0,0.0,0,0,0,1,1,31,2,3,5,4,
629,1,0,0.0,0.0,0,1,1,1,1,31,2,2,2,2,
631,1,0,1.0,0.0,0,0,0,0,1,25,2,2,20,4,0.0
633,1,0,0.0,1.0,0,1,1,0,1,28,2,13,6,2,
634,1,1,0.0,0.0,1,1,1,0,1,3,2,5,8,2,1.0
637,1,0,,1.0,1,0,0,1,1,26,2,0,12,4,
638,1,0,1.0,1.0,0,1,0,0,0,30,2,5,5,2,
640,1,0,1.0,1.0,0,1,1,1,1,34,2,23,8,2,
641,1,0,1.0,0.0,0,0,0,1,1,38,2,6,12,3,
642,1,0,0.0,0.0,1,0,0,0,1,14,2,6,10,3,0.0
643,1,1,,1.0,0,0,0,1,1,8,2,7,5,4,1.0
644,1,0,1.0,1.0,0,0,0,0,0,17,2,30,10,3,0.0
645,1,0,1.0,1.0,1,0,0,1,1,21,2,0,5,4,
646,1,0,1.0,1.0,0,0,0,1,0,31,2,2,14,4,
647,1,0,1.0,1.0,0,0,0,0,1,28,2,2,13,2,
649,1,0,0.0,0.0,1,0,0,1,1,38,2,0,7,4,
651,1,0,0.0,1.0,1,0,0,1,1,24,2,0,3,4,
652,1,0,0.0,0.0,1,0,0,0,0,3,2,6,3,3,0.0
653,1,0,0.0,1.0,1,0,0,0,0,19,2,4,5,4,0.0
655,1,0,0.0,0.0,0,1,0,0,1,22,2,10,20,1,0.0
657,1,0,,1.0,0,0,0,1,1,32,2,0,8,3,
658,1,0,,1.0,1,0,0,0,1,28,2,5,20,3,
659,1,0,0.0,1.0,0,0,0,1,1,2,2,4,15,4,
660,1,0,0.0,1.0,0,0,0,1,1,23,2,2,5,4,0.0
661,1,0,0.0,1.0,0,0,0,0,0,28,2,3,15,4,
662,1,0,0.0,1.0,0,0,0,1,1,27,2,2,3,4,
664,1,0,0.0,1.0,1,0,0,1,1,24,2,0,0,4,
665,1,0,1.0,0.0,1,0,0,1,1,22,2,0,3,4,
666,1,0,0.0,,1,0,1,0,1,2,2,7,4,3,0.0
667,1,0,1.0,1.0,0,1,1,0,0,30,2,5,30,2,
669,1,0,1.0,0.0,0,0,0,0,0,35,2,2,2,4,
671,1,0,,1.0,0,0,0,0,0,36,2,0,21,4,
672,1,0,0.0,0.0,1,0,0,1,0,20,2,4,11,4,0.0
673,1,1,0.0,0.0,1,1,0,1,0,6,2,0,15,2,0.0
674,1,1,1.0,0.0,1,1,1,0,0,6,2,3,8,2,1.0
675,1,0,0.0,1.0,1,1,1,0,1,26,2,0,5,2,
676,1,0,1.0,0.0,0,1,0,0,1,15,2,0,5,2,
677,1,0,0.0,0.0,1,0,0,0,1,18,2,3,12,4,
679,1,0,0.0,1.0,1,0,0,0,0,26,2,3,5,4,
680,1,1,0.0,1.0,1,1,1,1,1,4,2,0,10,2,1.0
681,1,1,,0.0,1,0,0,0,1,2,2,2,1,3,1.0
682,1,0,0.0,1.0,1,0,0,1,0,9,2,0,10,4,
687,1,0,0.0,0.0,1,1,0,0,0,16,2,0,15,3,0.0
688,1,0,1.0,0.0,0,1,1,0,1,25,2,3,2,2,
689,1,0,0.0,0.0,0,0,1,1,1,31,2,1,5,3,
691,1,1,1.0,0.0,1,1,0,1,0,13,2,1,10,3,0.0
692,1,0,0.0,1.0,0,1,1,0,1,20,2,7,5,1,
694,1,1,1.0,0.0,1,0,1,0,0,2,2,3,5,3,1.0
695,1,1,1.0,0.0,1,1,1,0,1,7,2,8,2,2,1.0
696,1,0,0.0,0.0,1,0,0,0,1,5,2,0,0,4,0.0
697,1,0,0.0,1.0,0,0,0,1,1,35,2,0,4,4,
700,1,0,0.0,1.0,0,1,1,1,1,33,2,10,10,2,
701,1,0,0.0,1.0,1,0,0,1,1,21,2,2,5,4,0.0
704,1,0,1.0,1.0,0,1,1,1,0,32,2,12,30,3,
707,1,0,0.0,0.0,1,1,0,1,1,18,2,15,10,2,0.0
709,1,0,0.0,0.0,1,0,0,1,1,35,2,10,25,4,
710,1,0,1.0,0.0,1,0,0,1,1,26,2,0,12,4,
712,1,1,1.0,0.0,1,1,1,1,0,5,2,4,12,2,1.0
714,1,1,0.0,0.0,0,1,1,1,1,3,2,18,3,1,1.0
715,1,0,0.0,0.0,1,1,1,1,0,4,2,20,0,1,0.0
717,1,0,1.0,0.0,1,0,0,0,1,5,2,2,30,4,
718,1,1,0.0,0.0,1,1,0,0,0,1,2,5,15,3,1.0
719,1,0,0.0,1.0,0,0,0,1,1,11,2,5,2,4,0.0
721,1,0,0.0,1.0,0,0,0,1,1,34,2,20,7,3,
722,1,0,0.0,1.0,0,0,0,1,1,33,2,0,3,1,
723,1,0,1.0,1.0,1,1,1,0,0,26,2,10,1,1,
725,1,0,1.0,1.0,0,1,0,1,1,38,2,1,10,2,
726,1,0,0.0,0.0,1,1,0,1,1,35,2,0,4,3,
727,1,0,0.0,0.0,1,0,0,0,0,4,2,1,3,3,0.0
729,1,1,1.0,0.0,1,1,1,1,0,1,2,2,4,1,0.0
733,1,1,1.0,1.0,0,0,0,1,1,5,2,5,10,3,0.0
734,1,1,0.0,0.0,1,0,1,1,0,2,2,25,15,3,1.0
735,1,0,0.0,0.0,0,1,1,0,1,29,2,10,0,2,
737,1,0,1.0,1.0,0,0,0,1,0,26,2,4,12,3,
739,1,1,1.0,1.0,0,1,0,1,0,15,2,6,10,2,0.0
740,1,0,0.0,1.0,0,0,0,1,0,21,2,0,7,3,
741,1,0,0.0,0.0,1,1,0,0,0,32,2,6,20,3,
742,1,0,0.0,0.0,0,1,1,0,0,33,2,1,5,2,
743,1,0,0.0,1.0,1,0,0,0,1,20,2,0,30,3,
744,1,0,0.0,0.0,1,0,0,1,1,24,2,3,12,4,
745,1,0,1.0,0.0,1,0,0,0,0,27,2,0,2,4,
748,1,0,,1.0,0,1,1,1,1,38,2,3,20,3,
750,1,0,0.0,1.0,0,0,0,0,1,10,2,3,6,4,0.0
754,1,0,1.0,0.0,1,0,0,0,1,21,2,2,8,4,
755,1,0,1.0,1.0,0,1,0,1,0,26,2,0,6,2,0.0
756,1,0,0.0,1.0,0,0,0,1,1,31,2,3,11,4,
758,1,1,0.0,0.0,1,1,0,0,1,3,2,4,6,3,1.0
759,1,0,0.0,0.0,1,0,0,0,0,28,2,1,8,4,
761,1,0,0.0,0.0,1,0,0,1,1,3,2,1,12,4,0.0
762,1,0,0.0,1.0,1,0,1,0,1,24,2,9,8,2,
764,1,1,0.0,1.0,1,0,1,0,1,7,2,2,2,3,0.0
765,1,0,1.0,1.0,0,0,1,0,1,14,2,4,5,4,0.0
767,1,1,0.0,1.0,1,0,1,1,1,3,2,4,4,3,1.0
768,1,0,0.0,0.0,1,0,0,1,1,9,2,0,8,4,0.0
769,1,0,1.0,1.0,0,0,0,0,0,31,2,3,21,3,
770,1,0,0.0,0.0,0,0,0,0,1,25,2,3,8,3,
772,1,0,0.0,0.0,0,0,0,0,1,37,2,5,13,3,
774,1,1,0.0,1.0,1,0,0,1,0,4,2,3,2,4,1.0
775,1,1,1.0,0.0,1,0,0,1,1,14,2,5,3,4,0.0
776,1,1,0.0,0.0,1,0,0,1,0,12,2,0,6,4,0.0
777,1,0,0.0,1.0,1,0,0,1,1,20,2,0,4,4,0.0
779,1,1,0.0,0.0,1,1,0,1,1,4,2,3,5,3,0.0
780,1,1,0.0,0.0,1,0,0,1,1,6,2,1,4,3,1.0
781,1,0,0.0,0.0,1,0,0,1,1,29,2,2,10,4,
782,1,0,1.0,1.0,0,0,0,0,1,25,2,2,12,4,
783,1,1,1.0,0.0,1,0,0,0,1,2,2,4,12,4,0.0
784,1,0,1.0,0.0,0,0,0,1,1,16,2,0,8,3,
785,1,0,0.0,1.0,0,0,0,1,0,32,2,5,5,3,
788,1,0,0.0,0.0,0,1,1,0,1,30,2,6,15,2,
789,1,1,0.0,0.0,1,0,0,0,1,18,2,2,14,4,0.0
790,1,1,0.0,0.0,1,0,0,0,1,2,2,2,7,4,1.0
791,1,0,0.0,1.0,0,0,1,1,1,30,2,4,20,4,
792,1,0,0.0,1.0,1,0,0,1,1,20,2,0,2,4,0.0
793,1,0,0.0,1.0,0,0,0,1,1,32,2,3,5,4,
795,1,0,1.0,0.0,1,1,0,0,1,16,2,7,11,2,0.0
796,1,0,1.0,1.0,1,1,1,1,1,17,2,4,8,2,0.0
798,1,1,0.0,1.0,1,1,0,0,1,12,2,2,5,3,0.0
800,1,1,,0.0,0,1,0,0,0,5,2,0,6,2,0.0
803,1,1,0.0,1.0,1,0,0,1,1,4,2,0,10,4,0.0
805,1,0,0.0,1.0,0,0,1,0,1,36,2,0,2,3,
806,1,0,0.0,0.0,1,0,0,0,1,14,2,2,2,4,
813,1,0,0.0,0.0,0,0,0,1,1,24,2,1,3,4,
814,1,1,1.0,1.0,0,1,1,1,1,9,2,30,20,2,0.0
815,1,0,1.0,0.0,1,1,0,0,0,32,2,7,5,2,
816,1,1,1.0,1.0,0,1,0,0,0,1,2,5,5,2,1.0
817,1,1,0.0,0.0,1,1,1,0,0,2,2,3,3,1,0.0
820,1,0,0.0,1.0,1,0,0,0,0,26,2,2,20,4,
822,1,1,0.0,1.0,1,1,1,1,1,8,2,11,5,2,1.0
824,1,1,1.0,0.0,1,0,0,0,1,6,2,30,4,3,1.0
827,1,1,,0.0,1,0,1,1,1,10,2,7,15,3,0.0
829,1,1,1.0,1.0,0,1,0,0,1,12,2,2,5,2,0.0
830,1,1,1.0,1.0,1,0,0,0,0,1,2,12,10,2,1.0
831,1,0,0.0,1.0,0,0,1,1,1,34,2,2,10,3,
832,1,1,0.0,0.0,1,0,0,1,1,5,2,0,6,3,1.0
834,1,0,0.0,1.0,1,1,0,1,1,28,2,0,5,3,
835,1,0,1.0,0.0,1,1,0,0,0,11,2,0,15,3,0.0
836,1,0,1.0,1.0,1,0,0,0,1,6,2,2,7,4,0.0
837,1,0,0.0,1.0,1,0,0,1,1,9,2,1,15,4,0.0
840,1,0,1.0,1.0,0,0,0,0,0,30,2,2,6,2,
844,1,1,,0.0,1,1,1,0,1,4,2,16,9,2,0.0
845,1,1,1.0,0.0,1,1,1,0,0,1,2,15,15,1,1.0
846,1,1,0.0,0.0,1,0,0,0,1,1,2,0,8,4,0.0
847,1,0,0.0,1.0,0,0,1,0,1,32,2,10,4,3,
848,1,1,,1.0,1,0,0,1,1,10,2,0,9,4,0.0
849,1,1,0.0,0.0,1,0,0,1,1,10,2,3,10,4,0.0
851,1,0,0.0,0.0,0,0,0,0,0,22,2,0,5,4,
852,1,0,1.0,0.0,1,1,1,1,1,13,2,5,15,2,
853,1,0,0.0,1.0,0,1,0,0,0,18,2,12,2,2,0.0
854,1,1,1.0,0.0,1,0,0,0,0,7,2,13,12,4,0.0
856,1,0,0.0,1.0,0,0,0,1,1,25,2,0,20,4,
857,1,0,0.0,1.0,0,0,0,1,0,35,2,2,4,4,
859,1,0,1.0,1.0,0,1,0,0,1,29,2,10,6,3,
861,1,1,0.0,1.0,1,0,0,1,1,5,2,0,3,4,1.0
863,1,0,0.0,1.0,0,0,0,0,0,34,2,15,3,4,
865,1,1,0.0,0.0,1,0,0,1,1,4,2,3,20,4,1.0
866,1,1,1.0,0.0,1,1,0,1,1,4,2,12,20,2,1.0
867,1,0,0.0,1.0,1,0,0,1,0,24,2,8,5,3,0.0
868,1,1,1.0,0.0,1,1,1,0,1,2,2,20,2,2,1.0
869,1,0,0.0,0.0,0,0,0,1,1,30,2,3,20,4,
870,1,0,0.0,1.0,0,0,0,1,1,30,2,2,12,4,
872,1,0,1.0,1.0,0,1,0,1,1,44,2,1,13,3,
873,1,0,1.0,1.0,0,0,0,1,0,13,2,1,15,3,
875,1,1,1.0,0.0,1,1,0,1,0,3,2,15,5,2,1.0
876,1,0,,0.0,1,0,0,0,1,8,2,2,6,4,0.0
877,1,0,1.0,0.0,1,0,0,1,1,31,2,3,15,2,
878,1,1,0.0,1.0,1,1,1,1,1,9,2,8,15,2,0.0
879,1,0,0.0,1.0,1,0,0,1,1,5,2,1,7,4,0.0
880,1,0,0.0,1.0,0,0,0,0,0,41,2,3,3,4,
881,1,0,0.0,1.0,0,0,0,1,1,29,2,2,10,4,
882,1,0,0.0,0.0,1,0,0,0,0,28,2,0,10,3,
884,1,1,1.0,1.0,0,1,0,1,1,7,2,10,12,1,0.0
885,1,0,0.0,0.0,0,0,0,1,0,32,2,3,10,4,
888,1,1,0.0,1.0,1,1,1,0,0,3,2,6,12,2,1.0
889,1,0,1.0,0.0,1,0,0,1,1,6,2,2,20,3,0.0
890,1,0,1.0,1.0,0,1,0,0,1,36,2,2,24,1,
892,1,1,0.0,1.0,1,0,0,0,0,8,2,1,10,4,0.0
893,1,1,,1.0,0,1,0,1,1,9,2,6,15,2,0.0
895,1,1,0.0,0.0,0,1,1,1,1,10,2,25,10,2,0.0
896,1,0,0.0,1.0,1,0,0,1,0,15,2,2,4,3,0.0
897,1,0,,1.0,0,0,0,1,1,19,2,0,2,3,0.0
898,1,0,,0.0,1,1,0,0,0,31,2,12,10,2,
899,1,0,0.0,1.0,0,0,0,1,1,28,2,5,3,4,
900,1,0,0.0,0.0,1,0,0,1,1,10,2,1,10,4,0.0
901,1,0,0.0,1.0,0,0,1,1,1,21,2,0,6,4,
902,1,0,,1.0,1,0,0,0,0,30,2,5,6,2,
903,1,0,0.0,1.0,0,0,1,1,1,34,2,12,4,3,
904,1,0,0.0,1.0,0,1,1,0,0,18,2,3,5,1,0.0
905,1,0,0.0,1.0,0,0,1,0,1,30,2,5,15,3,
907,1,0,1.0,0.0,1,0,0,0,1,1,2,0,3,4,0.0
908,1,1,1.0,0.0,1,1,0,1,1,3,2,4,6,3,1.0
912,1,1,0.0,0.0,1,1,0,1,1,2,2,2,15,2,1.0
913,1,1,1.0,0.0,1,1,1,0,1,5,2,15,2,2,1.0
914,1,1,0.0,0.0,1,0,0,0,0,1,2,1,7,3,1.0
916,1,0,0.0,1.0,0,0,0,1,1,22,2,5,5,4,0.0
917,1,0,1.0,1.0,0,1,0,1,1,26,2,8,10,2,0.0
918,1,1,0.0,0.0,1,1,1,0,1,14,2,4,16,2,0.0
921,1,0,1.0,1.0,0,1,0,1,1,36,2,5,3,3,
923,1,0,,1.0,0,0,0,1,0,38,2,0,5,4,
924,1,1,0.0,1.0,1,0,0,1,1,4,2,5,10,4,0.0
925,1,1,0.0,1.0,1,1,1,1,1,4,2,1,6,2,0.0
926,1,0,0.0,1.0,0,0,0,0,1,21,2,2,0,4,
927,1,0,1.0,0.0,1,0,0,1,1,25,2,2,14,4,0.0
928,1,0,1.0,0.0,0,0,0,0,1,22,2,3,2,4,
930,1,0,0.0,0.0,1,0,0,1,1,31,2,0,6,4,
931,1,0,0.0,1.0,0,0,0,1,1,33,2,20,15,3,
933,1,0,0.0,0.0,1,1,0,0,1,31,2,3,8,2,
934,1,1,1.0,1.0,1,0,0,1,0,5,2,3,12,4,1.0
935,1,1,0.0,1.0,1,0,0,0,1,4,2,5,9,4,1.0
936,1,0,0.0,1.0,0,1,0,1,1,30,2,0,12,2,
937,1,0,0.0,0.0,0,1,0,1,0,36,2,5,20,2,
939,1,0,0.0,1.0,1,1,1,0,1,11,2,6,11,1,0.0
940,1,0,0.0,1.0,1,0,0,1,1,30,2,0,10,4,
941,1,1,0.0,1.0,1,0,0,0,0,8,2,2,10,4,0.0
942,1,0,0.0,1.0,0,0,0,1,1,40,2,7,10,4,
943,1,1,0.0,0.0,1,1,1,0,0,3,2,1,2,2,0.0
946,1,0,0.0,0.0,1,0,0,1,0,1,2,3,8,3,0.0
948,1,1,0.0,0.0,1,0,0,0,1,10,2,12,4,4,0.0
950,1,0,0.0,0.0,0,0,0,1,1,24,2,5,20,3,
951,1,0,1.0,0.0,1,0,0,1,1,18,2,2,8,4,
952,1,0,1.0,0.0,1,0,0,1,1,11,2,3,12,4,0.0
953,1,0,0.0,1.0,1,0,0,1,1,20,2,0,2,3,
954,1,1,1.0,1.0,1,0,0,0,1,6,2,4,10,4,1.0
956,1,0,0.0,0.0,0,0,0,1,0,35,2,2,15,4,
957,1,0,,0.0,0,0,1,1,1,32,2,5,5,3,
958,1,1,0.0,1.0,1,1,1,1,1,15,2,10,10,1,0.0
959,1,0,0.0,1.0,0,0,0,0,1,21,2,10,4,3,0.0
960,1,0,0.0,0.0,1,0,0,0,1,25,2,2,5,4,
961,1,1,0.0,0.0,1,0,0,1,1,2,2,1,8,4,1.0
962,1,1,0.0,0.0,1,1,0,0,1,4,2,0,0,1,1.0
965,1,1,0.0,1.0,1,0,0,0,1,1,2,0,3,4,1.0
966,1,0,0.0,1.0,1,0,0,1,1,24,2,12,14,4,
968,1,0,0.0,,1,0,1,1,1,14,2,2,2,4,0.0
969,1,0,0.0,1.0,1,1,0,0,0,35,2,1,2,1,
970,1,1,0.0,0.0,1,0,0,1,0,1,2,5,8,3,1.0
971,1,0,0.0,0.0,1,0,0,0,0,4,2,2,3,4,0.0
972,1,0,0.0,0.0,0,0,0,1,1,37,2,5,4,3,
973,1,1,0.0,1.0,1,0,0,0,0,7,2,2,0,2,0.0
974,1,1,1.0,0.0,1,0,0,1,0,2,2,4,8,4,1.0
976,1,0,1.0,1.0,0,0,0,0,1,17,2,0,3,4,
977,1,0,1.0,0.0,1,0,0,0,1,27,2,0,15,4,0.0
979,1,0,0.0,0.0,0,0,0,1,1,35,2,3,15,4,
981,1,1,0.0,,1,0,0,1,1,2,2,0,5,4,0.0
982,1,0,0.0,0.0,0,0,0,0,0,34,2,1,5,3,
983,1,0,0.0,1.0,1,1,1,1,1,23,2,3,12,3,
986,1,1,1.0,1.0,0,0,0,0,1,7,2,5,10,4,1.0
987,1,0,0.0,0.0,0,0,0,1,0,36,2,1,15,4,
988,1,0,0.0,0.0,1,1,1,1,1,3,2,6,15,1,0.0
989,1,1,1.0,1.0,1,1,1,1,1,2,2,8,5,1,0.0
990,1,0,0.0,0.0,0,0,0,0,0,31,2,4,10,4,
991,1,0,0.0,1.0,0,0,0,1,1,31,2,1,6,4,
992,1,0,0.0,0.0,0,0,0,1,1,31,2,3,14,4,
993,1,0,0.0,0.0,1,1,1,1,1,15,2,30,30,1,0.0
995,1,1,1.0,0.0,1,1,1,0,1,7,2,10,10,1,1.0
996,1,0,0.0,0.0,1,1,1,0,1,30,2,9,8,2,
997,1,1,0.0,1.0,1,1,0,0,0,13,2,10,12,2,0.0
999,1,0,1.0,1.0,1,1,0,0,1,31,2,0,10,2,
1003,1,0,0.0,1.0,1,0,1,1,1,20,2,3,16,2,
1004,1,0,0.0,1.0,1,1,1,0,1,40,2,20,5,1,
1005,1,1,0.0,0.0,1,0,1,1,0,1,2,10,3,2,1.0
1006,1,0,0.0,0.0,1,0,0,1,0,20,2,4,10,3,
1007,1,1,1.0,0.0,1,0,0,1,0,5,2,3,8,4,1.0
1009,1,1,0.0,0.0,1,0,0,1,1,6,2,5,13,3,0.0
1010,1,0,0.0,1.0,1,0,1,0,0,19,2,0,2,3,
1011,1,1,1.0,0.0,0,1,0,1,1,6,2,14,10,3,0.0
1012,1,1,0.0,1.0,1,1,0,1,1,11,2,1,2,3,0.0
1013,1,1,0.0,1.0,1,0,0,0,0,6,2,0,11,4,1.0
1014,1,0,0.0,0.0,1,0,0,0,1,31,2,2,8,4,
1017,1,0,1.0,0.0,1,1,0,1,0,22,2,3,5,2,0.0
1018,1,1,0.0,0.0,1,0,0,0,0,4,2,0,6,4,1.0
1019,1,0,0.0,0.0,1,0,0,1,1,19,2,2,12,4,
1021,1,0,,0.0,0,0,0,0,1,26,2,3,15,3,0.0
1023,1,0,0.0,1.0,0,0,0,1,1,23,2,12,5,4,0.0
1024,1,0,0.0,0.0,0,0,1,1,1,19,2,0,7,3,
1025,1,0,1.0,0.0,1,0,0,0,0,20,2,6,1,4,0.0
1027,1,0,1.0,1.0,0,0,0,1,0,40,2,2,20,3,
1028,1,0,0.0,0.0,0,0,0,1,0,40,2,3,10,3,
1030,1,0,0.0,0.0,1,1,0,1,0,9,2,4,20,2,0.0
1032,1,1,1.0,0.0,1,0,0,0,0,1,2,2,5,4,1.0
1035,1,0,1.0,1.0,0,0,0,1,0,33,2,10,30,4,
1036,1,1,,0.0,0,1,0,0,1,8,2,8,8,2,0.0
1038,1,1,0.0,0.0,1,1,1,0,0,1,2,10,5,2,1.0
1039,1,1,0.0,0.0,1,1,1,0,0,8,2,12,15,2,0.0
1041,1,0,1.0,0.0,1,1,0,0,0,10,2,1,10,3,
1042,1,0,0.0,1.0,1,1,1,0,0,3,2,3,3,2,0.0
1044,1,0,0.0,1.0,1,0,1,0,0,16,2,5,5,3,
1045,1,0,1.0,1.0,0,0,0,1,0,30,2,6,20,4,
1046,1,1,1.0,0.0,1,1,1,1,1,3,2,13,25,1,1.0
1048,1,0,0.0,1.0,0,0,0,0,1,12,2,5,8,4,
1049,1,1,0.0,1.0,0,0,0,1,1,13,2,1,10,4,0.0
1050,1,1,0.0,0.0,1,0,1,0,1,2,2,5,8,1,1.0
1051,1,1,0.0,0.0,1,0,0,1,1,2,2,3,16,4,1.0
1056,1,1,0.0,0.0,0,1,1,1,1,3,2,2,2,1,1.0
1057,1,1,1.0,1.0,1,1,0,1,1,11,2,0,25,2,0.0
1059,1,0,0.0,1.0,0,1,1,1,1,30,2,10,12,1,
1061,1,0,0.0,0.0,1,0,0,0,0,20,2,0,5,4,
1062,1,1,1.0,0.0,1,1,0,0,1,3,2,2,10,2,1.0
1063,1,0,0.0,0.0,1,1,1,0,0,26,2,21,10,2,
1064,1,0,0.0,1.0,0,0,0,0,1,34,2,2,3,4,
1067,1,0,0.0,0.0,0,1,0,1,1,31,2,2,2,1,
1068,1,0,0.0,0.0,1,0,0,0,1,19,2,0,6,4,0.0
1070,1,0,1.0,1.0,0,1,0,0,1,39,2,10,14,2,
1071,1,1,,1.0,0,0,0,1,1,7,2,3,5,4,0.0
1072,1,0,0.0,1.0,0,0,0,1,1,40,2,3,6,4,
1073,1,0,0.0,1.0,1,1,1,0,1,30,2,0,4,4,
1076,1,0,0.0,0.0,1,0,0,1,1,25,2,0,5,4,
1077,1,0,0.0,0.0,1,1,0,1,1,2,2,0,10,3,
1078,1,0,0.0,0.0,1,1,0,0,1,12,2,5,10,3,0.0
1079,1,0,0.0,0.0,0,0,0,0,0,21,2,3,3,4,
1080,1,0,0.0,1.0,0,0,0,1,0,21,2,5,15,4,
1081,1,1,1.0,0.0,1,1,1,0,0,2,2,15,7,2,1.0
1082,1,1,1.0,0.0,1,1,0,0,0,1,2,5,20,1,0.0
1083,1,0,0.0,1.0,0,0,0,1,1,16,2,4,13,4,0.0
1084,1,0,0.0,1.0,0,0,0,1,1,10,2,1,10,3,
1086,1,0,1.0,1.0,0,1,0,0,0,25,2,3,10,3,0.0
1087,1,0,,0.0,0,1,0,0,0,23,2,5,5,1,0.0
1089,1,1,0.0,0.0,1,1,0,0,1,5,2,5,2,3,1.0
1091,1,0,0.0,0.0,0,0,0,0,0,20,2,0,8,4,
1092,1,0,,1.0,0,0,0,1,0,11,2,0,0,4,0.0
1093,1,0,1.0,0.0,0,0,0,1,0,34,2,0,0,4,
1096,1,0,,0.0,0,0,0,0,1,30,2,5,2,2,
1097,1,0,0.0,1.0,1,0,0,1,1,6,2,8,15,3,
1098,1,0,1.0,1.0,0,0,0,0,1,32,2,2,13,4,
1099,1,0,0.0,0.0,0,0,1,1,0,19,2,3,5,2,
1100,1,0,1.0,0.0,1,0,0,1,1,37,2,0,21,4,
1101,1,0,1.0,0.0,1,0,0,1,1,9,2,0,15,4,
1102,1,1,1.0,0.0,1,0,0,1,0,3,2,10,1,4,1.0
1103,1,0,,1.0,0,0,0,1,1,30,2,2,3,4,
1104,1,0,0.0,0.0,1,0,1,0,0,25,2,12,10,2,0.0
1105,1,0,0.0,1.0,1,1,1,0,0,25,2,10,12,2,0.0
1106,1,0,0.0,0.0,1,0,0,0,1,1,2,5,10,4,0.0
1107,1,0,1.0,1.0,0,1,1,0,0,31,2,0,20,1,
1108,1,1,1.0,0.0,1,1,0,1,1,2,2,3,5,2,0.0
1109,1,0,0.0,0.0,1,1,0,0,1,34,2,0,16,2,
1110,1,0,1.0,1.0,0,0,0,1,1,41,2,1,10,3,
1114,1,1,,1.0,1,0,0,1,1,9,2,10,2,4,0.0
1115,1,0,,0.0,1,0,0,0,1,18,2,0,15,4,
1116,1,0,1.0,1.0,0,0,0,0,0,32,2,10,3,3,
1120,1,0,0.0,1.0,0,0,0,1,1,26,2,2,10,3,0.0
1121,1,0,0.0,1.0,0,1,1,1,1,31,2,0,4,2,
1122,1,0,0.0,1.0,0,0,0,1,1,32,2,5,10,4,
1125,1,0,1.0,1.0,0,0,0,1,1,27,2,4,10,3,0.0
1126,1,0,0.0,0.0,0,0,0,1,1,19,2,10,4,4,
1127,1,0,0.0,0.0,1,1,1,1,0,10,2,0,10,2,0.0
1129,1,0,0.0,0.0,1,1,0,1,1,27,2,4,5,3,
1131,1,1,0.0,0.0,1,1,1,1,1,3,2,10,4,1,0.0
1132,1,0,0.0,0.0,0,0,0,0,1,29,2,10,6,4,
1133,1,0,0.0,1.0,0,0,0,1,1,23,2,4,5,4,0.0
1138,1,0,0.0,1.0,0,0,0,1,1,27,2,0,3,4,
1139,1,0,0.0,1.0,1,1,0,1,1,31,2,3,10,2,
1140,1,0,1.0,1.0,0,0,0,1,1,22,2,0,4,3,
1142,1,1,0.0,1.0,1,0,0,0,1,8,2,3,6,4,1.0
1143,1,0,0.0,0.0,1,0,0,0,0,8,2,3,5,4,0.0
